chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF5_PB_2018;2018;TRF5;TRF 5ª Região;PB;0;31063;500;10206;14057;3854;21;116;2309;85864;1667;11078;59654;4557;27;351;8530;835;23744;1551;26130;13127;0;13127;22117;0;22117;11913;83469;0;58656;24813;35235;0;32905;2330;1315;181;1496;39539;143216;39539;228138;169282412;19311986;40000;149930426;14;8;3;3;0;0;0;0;0;28;512;13;46;2;547;382;72;43;15;512;36;3;4;3;46;2;0;0;0;2;2736;1091;914;139;13;14569;810;6910;3637;736;91;16;2369;14077;0;14077;56276;0;46299;9977;84922;103677;67767;81285;67389;81178;25;64373595371;3996496;0,00263;42,35771;0,70061;13,68699;3490,92;7677,76;2833,8;129,51554;0,61856;0,63091
TRF5_TRU_2018;2018;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,7003E+11;31648577;;;0;0;;;;;;
TRF5_2º Grau_2018;2018;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65481;0;92525;265837956;35566991;3430998;226839968;0;0;0;0;0;0;0;0;0;15;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27044;65481;65481;27044;65481;27044;0;5,7003E+11;31648577;0,00047;8,39968;0,0474;1,25756;;;;0;;
TRF5_total_2018;2018;TRF5;TRF 5ª Região;total;1;197882;3993;80185;71030;21244;268;868;20294;550002;13434;83090;369813;25639;559;2934;54533;5313;184041;10246;199600;88206;0;88206;88693;0;88693;47097;514564;0;370575;143989;207848;0;186804;21044;1845;210;2055;248752;912024;248752;1524988;1480004566;184531140;14610480;1276634385;92;50;30;40;0;0;12;3;2;210;2568;108;406;19;4277;1746;450;236;136;2568;224;61;107;14;406;13;5;1;0;19;29022;4022;3751;2513;108;110946;4623;50884;29658;8731;799;224;16027;125134;0;125134;349840;0;311047;38793;612964;663272;477500;583306;474007;582283;167;5,7003E+11;31648577;0,0026;46,7637;0,66354;13,51404;3275,61078;7297,22156;2759,1976;107,7358;0,64677;0,62188
TRF_total_2018;2018;TRF;TRF;total;1;1173423;83992;481671;416261;88410;1479;8321;93289;6242613;150539;924718;4509410;290103;2934;25009;339900;354385;2998105;190915;3543405;594753;278;594475;880759;116;880643;373121;1961672;1694;1615788;344190;1808851;2987;1762186;43678;348611;2865;351476;4268002;10085536;4268002;14491575;11229471774;1551953061;55895933;9572700505;598;323;224;634;0;0;95;14;11;1797;17589;722;1300;56;28410;8344;2404;6000;841;17589;570;201;477;52;1300;33;9;14;0;56;126005;36689;87616;12848;722;1052811;88168;467858;353370;49773;6100;1386;86156;602317;344;601973;2265343;2100;2062208;201035;4406039;5817534;4306229;4052669;4278286;4045183;1446;7,00414E+12;208494900;0,0016;53,8597;0,86189;13,62623;1858,79391;7862,80636;2294,71231;116,79528;1,05839;0,70816
TRF1_DF_2019;2019;TRF1;TRF 1ª Região;DF;0;46347;2940;31574;6415;1657;15;14;3732;239549;2704;64016;134756;14212;2;2;23857;5047;93092;16113;114252;8523;1;8522;27720;0;27720;11750;80894;49;32156;48689;67269;58;37270;29941;6651;13;6664;132666;334538;132666;475610;349315904;82977674;2541788;263796442;32;10;9;10;0;0;4;0;0;57;434;5;61;3;493;327;64;22;21;434;43;10;5;3;61;2;1;0;0;3;1007;87;505;350;5;66405;3106;40911;12061;2842;85;2;7398;18820;2;18818;55847;55;55689;103;141072;201872;160208;129011;160204;128924;48;2,69474E+11;3015268;0,0013;115,84904;1,89038;16,35012;1558,14583;8938,95833;2546,91667;247,97566;0,96079;0,71508
TRF1_GO_2019;2019;TRF1;TRF 1ª Região;GO;0;32222;3265;14252;12352;1388;3;34;928;172222;2974;18745;134759;11036;0;4;4704;1893;90892;6163;98948;11194;3;11191;17418;0;17418;5894;143010;91;59792;83127;79402;99;50396;28907;12065;976;13041;117883;269042;117883;427596;268691018;37626519;375405;230689094;14;6;6;19;0;0;2;0;0;43;449;4;39;2;486;200;49;177;23;449;8;5;26;0;39;0;0;2;0;2;132;0;1346;98;4;51177;5809;19915;20765;1918;253;1;2516;15331;3;15328;92046;135;91346;565;158554;151159;107292;137789;107288;137535;37;2,06937E+11;7018354;0,0013;38,28405;0,61268;6,9247;2463,24324;10671,54054;3870,89189;294,69753;0,81733;0,63727
TRF1_MT_2019;2019;TRF1;TRF 1ª Região;MT;0;21558;2597;8600;8535;402;0;34;1390;100054;4160;13257;73489;6900;0;1;2247;2667;41696;2561;46924;6097;3;6094;13683;4;13679;3485;65902;72;22308;43522;42740;87;25558;17095;5907;205;6112;56521;156477;56521;233202;163396532;17183938;4881717;141330877;6;4;3;15;0;0;0;0;0;28;318;7;14;3;328;121;39;148;10;318;1;2;11;0;14;0;1;2;0;3;259;59;2277;0;7;24501;4950;12815;2643;1794;594;0;1705;10200;6;10194;42024;117;41671;236;76725;99956;68163;74082;68162;73488;25;1,45349E+11;3474799;0,00112;47,0233;0,8058;9,43939;1700,56;8372,76;2661;202,82012;0,76063;0,68218
TRF1_MG_2019;2019;TRF1;TRF 1ª Região;MG;0;93083;10449;45311;26659;4262;193;190;6019;517075;10920;62314;391713;30943;1;7;21177;13524;287652;33239;334415;34945;9;34936;66975;4;66971;31914;337000;245;122804;213951;238559;255;162293;76011;58571;3699;62270;428599;822609;428599;1368744;840189537;121208387;1949005;717032145;47;29;18;70;0;0;7;0;0;157;1428;10;99;7;1524;662;184;517;65;1428;29;17;51;2;99;2;4;1;0;7;288;0;2704;580;10;155526;20955;78644;38766;4569;1319;3;11270;61252;23;61229;329357;607;327603;1147;546135;394010;289949;507369;289941;506047;139;6,50244E+11;21168791;0,00129;39,69001;0,74166;7,19928;1508,84892;8924,58273;3488,36691;318,1647;1,12742;0,60913
TRF1_AC_2019;2019;TRF1;TRF 1ª Região;AC;0;4167;783;1443;1559;272;0;3;107;16776;1131;1991;11768;1463;0;0;423;443;6682;808;7933;0;0;0;15;0;15;0;30984;35;9759;21190;26492;32;8072;18388;3430;422;3852;11785;43283;11785;63639;57750920;9241385;56466;48453069;4;2;0;2;0;0;0;1;0;7;94;2;10;0;102;61;18;15;0;94;6;1;3;0;10;0;0;0;0;0;361;61;463;14;2;4733;1261;1864;993;177;233;0;205;2;0;2;15621;44;15559;18;20356;31498;26412;19363;26412;19130;7;16212979288;881935;0,00356;65,48206;0,79371;11,56548;1978,71429;9088,85714;2907,71429;199,54902;0,57904;0,68008
TRF1_AM_2019;2019;TRF1;TRF 1ª Região;AM;0;13623;2107;5990;4255;452;0;13;806;68161;3590;10702;47684;3374;1;0;2810;1567;38866;3423;43856;3792;2;3790;3483;0;3483;1807;52477;69;16842;35566;26201;125;11531;14545;4289;1023;5312;50975;97845;50975;143453;102030389;13327447;0;88702942;6;4;3;6;0;0;0;0;0;19;181;4;32;0;209;71;27;72;11;181;12;9;9;2;32;0;0;0;0;0;232;0;1158;8;4;12327;3316;5565;2286;437;290;0;433;7716;5;7711;25565;209;25202;154;45608;46870;38052;43322;38051;43032;16;1,05868E+11;4057540;0,00096;25,14587;0,46826;5,1509;1857,1875;8265,875;2368,25;181,30144;0,57325;0,71349
TRF1_AP_2019;2019;TRF1;TRF 1ª Região;AP;0;5078;1014;2522;1118;42;0;3;379;20470;1543;3747;12866;1051;0;0;1263;235;8815;1297;10347;0;0;0;0;0;0;0;15876;24;7669;8183;9836;29;8140;1667;1495;201;1696;12043;30306;12043;43362;70952856;7102153;0;63850703;3;3;0;1;0;0;0;0;0;7;133;3;5;0;135;66;29;38;0;133;4;0;1;0;5;0;0;0;0;0;14;45;1144;0;3;4603;1170;1453;1232;184;106;0;458;0;0;0;8453;34;8395;24;13056;18263;14212;11824;14212;11718;7;17761278488;845731;0,00399;83,8953;0,82769;15,96252;1769,85714;6194,57143;1865,14286;96,71111;0,62308;0,69891
TRF1_PA_2019;2019;TRF1;TRF 1ª Região;PA;0;23572;3795;10686;8196;439;2;15;439;142602;8172;16570;109078;5950;2;3;2827;3497;81910;5661;91068;10035;7;10028;15264;0;15264;8363;131066;157;57573;73336;73037;286;47391;25360;9034;872;9906;109337;230903;109337;362253;202446398;27652735;579790;174213873;7;8;6;17;0;0;0;0;0;38;388;2;29;0;415;117;53;200;18;388;3;5;21;0;29;0;0;0;0;0;187;0;391;140;2;25281;7046;11208;4780;670;230;0;1347;18118;11;18107;87951;358;87248;345;131350;121566;94398;126570;94393;126340;32;1,70631E+11;8594626;0,00119;23,555;0,44214;4,8286;2526,4375;10277,21875;3538,5;272,84819;0,73224;0,65569
TRF1_RO_2019;2019;TRF1;TRF 1ª Região;RO;0;10243;1918;4186;3458;260;180;15;226;51979;3537;9121;36130;1986;203;9;993;1203;16856;1446;19505;4605;3;4602;6719;0;6719;4039;37908;42;14095;23771;22906;108;11528;11270;3478;590;4068;27612;81604;27612;130085;99822024;9980569;2099073;87742382;4;2;3;10;0;0;0;0;0;19;168;3;27;1;193;42;26;90;10;168;7;7;13;0;27;0;0;1;0;1;384;0;853;28;3;13978;3628;4136;3979;339;424;1038;434;8837;5;8832;25666;246;25347;73;48481;53992;34718;44502;34506;43040;16;47497461370;1247681;0,0021;80,00605;1,52283;15,4687;1497,4375;7158,0625;2477,75;205,40933;0,82333;0,65385
TRF1_RR_2019;2019;TRF1;TRF 1ª Região;RR;0;3190;739;1494;476;225;0;10;246;14627;1128;1738;10080;1253;0;0;428;449;7711;804;8964;0;0;0;0;0;0;0;7222;12;3378;3832;6259;19;2515;3725;745;3;748;9712;20886;9712;31728;39459577;6119930;0;33339647;3;2;0;0;0;0;0;0;0;5;65;2;12;0;75;54;11;0;0;65;9;3;0;0;12;0;0;0;0;0;667;75;0;0;2;5038;1576;1664;1157;201;103;0;337;0;0;0;5804;276;5527;1;10842;11174;8805;9685;8805;9582;5;14139038598;605761;0,00279;65,1405;0,82541;12,38112;1264,8;6345,6;2168,4;144,56;1,0413;0,65828
TRF1_TO_2019;2019;TRF1;TRF 1ª Região;TO;0;8757;1149;3748;3355;228;0;64;213;34297;1639;3612;26341;1995;0;0;710;1394;16093;1374;18861;3640;1;3639;3452;2;3450;431;28054;26;8949;19079;14935;45;9336;5554;2203;354;2557;21849;52684;21849;90914;79363372;6630217;0;72733155;3;2;3;5;0;0;0;0;0;13;142;10;20;1;153;52;27;55;8;142;4;5;11;0;20;0;0;1;0;1;446;263;3049;0;10;9298;2087;3986;1848;369;353;1;654;4788;2;4786;24144;35;23694;415;38230;30835;20587;36382;20587;36028;10;37717726424;1572866;0,0021;50,45781;0,82652;9,72747;1745,5;8267,4;3344,2;218,57516;0,90848;0,5955
TRF1_BA_2019;2019;TRF1;TRF 1ª Região;BA;0;53859;5165;26321;18173;2188;69;83;1860;247861;6200;39363;178669;14441;0;2;9186;4345;118187;11163;133695;20755;3;20752;21218;2;21216;7562;286996;89;125068;161839;187838;108;137395;50335;20285;2485;22770;164027;456917;164027;734560;432573995;51680395;3595649;377297951;20;12;12;39;0;0;3;0;2;78;728;11;63;4;784;269;83;348;28;728;13;6;43;1;63;1;1;2;0;4;131;0;3453;430;11;58716;8843;27073;17292;1228;307;0;3973;28310;1;28309;190617;191;189587;839;277643;292890;232408;260351;232406;260044;68;3,02704E+11;14635096;0,00143;29,5573;0,53297;5,35699;2603;10074;3666,66176;318,02679;0,73149;0,63603
TRF1_MA_2019;2019;TRF1;TRF 1ª Região;MA;0;17410;2844;9558;3787;513;0;10;698;89476;5370;18701;55329;5950;0;1;4125;2102;34646;4853;41601;30318;0;30318;63758;0;63758;52218;153106;28;88412;64666;92406;112;70482;21812;4833;372;5205;99024;245640;99024;384393;178650492;17656032;2400403;158594057;7;8;6;14;0;0;1;0;0;34;311;3;49;1;358;123;44;127;17;311;16;15;15;3;49;0;0;1;0;1;1;40;1149;18;3;21102;4262;10177;4568;704;163;0;1228;14531;1;14530;103120;101;102746;273;138753;146616;125933;134185;125932;134022;28;1,03827E+11;6952984;0,00172;25,69407;0,489;5,14887;3755,07143;10932,28571;4436,5;346,98883;0,72851;0,59418
TRF1_PI_2019;2019;TRF1;TRF 1ª Região;PI;0;12144;1618;6809;3384;258;0;5;70;62879;2227;12849;43602;2868;0;0;1333;1348;21086;2240;24674;6408;2;6406;24308;1;24307;1542;148514;38;64429;84047;92844;45;56780;36019;11388;2190;13578;39794;180031;39794;282944;142991811;12793669;3259497;126938645;5;6;0;10;0;0;0;0;0;21;243;2;21;1;263;86;39;98;20;243;3;4;14;0;21;0;0;1;0;1;389;0;452;2;2;13132;3111;5921;2875;303;162;0;760;9289;4;9285;80492;148;79932;412;102913;140237;117721;100038;117721;99876;21;53276218727;3273227;0,00268;43,68527;0,64157;8,03488;3644,57143;11873,66667;4458,28571;355,98479;0,58275;0,62452
TRF1_TRU_2019;2019;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,14164E+12;77344659;0;0;0;0;;;;;;
TRF1_2º Grau_2019;2019;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514071;0;763824;558497502;96945371;1712172;459839959;0;0;0;0;0;0;0;0;0;26;0;0;0;0;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249753;514071;514071;249753;514071;249753;0;2,14164E+12;77344659;0,00026;7,22089;0,03362;0,85591;;;;0;;
TRF1_total_2019;2019;TRF1;TRF 1ª Região;total;1;345253;40383;172494;101722;12586;462;493;17113;1778028;55295;276726;1266264;103422;209;29;76083;39714;864184;91145;995043;140312;34;140278;264013;13;264000;129005;1519009;977;633234;884798;980724;1408;638687;340629;144374;13405;157779;1281827;3536836;1281827;5536307;3586132327;518126421;23450965;3016465898;161;98;69;218;0;0;13;1;2;556;5082;71;481;23;7912;2251;693;1907;231;5082;158;89;223;11;481;5;7;11;0;23;4498;630;18944;1668;71;465817;71120;225332;115245;15735;4622;1045;32718;197194;63;197131;1086707;2556;1079546;4605;1999471;2255009;1852929;1884226;1852691;1878559;463;2,14164E+12;77344659;0,00167;46,36561;0,71886;10,22954;2076,007;9309,62806;3352,46943;196,22396;0,83278;0,63989
TRF2_RJ_2019;2019;TRF2;TRF 2ª Região;RJ;0;110199;9908;54453;20729;6119;52;541;18397;524917;16909;74459;360452;33232;53;2136;37676;10894;295173;19665;325732;36623;19;36604;41549;6;41543;18315;187965;79;134043;53843;132674;258;107767;24649;15578;939;16517;360564;699140;360564;1033739;1144853759;220808693;3056842;920988224;72;38;26;95;0;0;16;3;1;210;2080;108;115;13;2100;1284;253;448;95;2080;45;17;46;7;115;10;2;1;0;13;26624;3044;8309;1446;108;115626;9558;41183;41717;5663;619;11;16875;43518;13;43505;175455;278;118801;56376;334599;338576;273297;292882;271108;292252;186;8,02509E+11;17264943;0,00143;66,31089;1,21826;12,16338;1212,93989;5106,63029;1566,86721;138,61;0,97624;0,69317
TRF2_ES_2019;2019;TRF2;TRF 2ª Região;ES;0;24304;2059;10091;7593;895;28;181;3457;117535;3320;14396;88035;4732;18;540;6494;2245;60107;2950;65302;9775;2;9773;11032;2;11030;3644;44034;27;31737;12270;38339;82;30835;7422;7825;652;8477;77423;166906;77423;243095;179140646;30210216;690047;148240383;13;4;6;17;0;0;1;0;1;37;373;18;27;1;383;144;32;173;24;373;7;2;16;2;27;0;1;0;0;1;2375;349;3219;456;18;24666;2180;7815;6798;2131;207;23;5512;11075;3;11072;40448;37;26546;13865;76189;89483;61555;69391;60997;69161;33;1,44902E+11;4018650;0,00124;44,57732;0,92937;9,53056;1609,31679;6786,7581;1999,71477;170,01044;0,95282;0,70535
TRF2_TRU_2019;2019;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,47411E+11;21283593;0;0;0;0;;;;;;
TRF2_2º Grau_2019;2019;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77542;0;125390;321869539;95081364;850000;225938176;0;0;0;0;0;0;0;0;0;27;0;0;0;0;716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47848;77542;77542;47848;77542;47848;0;9,47411E+11;21283593;0,00034;15,12289;0,12686;3,36409;;;;0;;
TRF2_total_2019;2019;TRF2;TRF 2ª Região;total;1;134503;11967;64544;28322;7014;80;722;21854;642452;20229;88855;448487;37964;71;2676;44170;13139;355280;22615;391034;46398;21;46377;52581;8;52573;21959;231999;106;165780;66113;171013;340;138602;32071;23403;1591;24994;437987;943588;437987;1402224;1976722542;346100272;4596889;1621426059;85;42;32;112;0;0;17;3;3;275;2453;126;142;14;4468;1428;285;621;119;2453;52;19;62;9;142;10;3;1;0;14;28999;3393;11528;1902;126;140292;11738;48998;48515;7794;826;34;22387;54593;16;54577;215903;315;145347;70241;458636;505601;412394;410121;409647;409261;218;9,47411E+11;21283593;0,00209;92,87542;1,29208;20,9927;1272,05422;5357,19897;1631,42066;79,72135;0,97188;0,69547
TRF3_MS_2019;2019;TRF3;TRF 3ª Região;MS;0;18112;2352;5854;5426;2201;129;162;1988;116752;11945;28215;60236;8031;217;994;7114;1399;34463;832;36694;4314;1;4313;9172;3;9169;2343;15830;2;15828;0;34291;1;27587;6703;1612;26;1638;40675;160215;40675;211645;128253653;17532816;0;110720837;13;4;6;1;0;0;1;0;0;22;211;9;25;0;227;110;27;55;19;211;15;2;6;2;25;0;0;0;0;0;2968;113;16;220;9;16539;1887;8473;3443;1224;83;69;1360;12553;0;12553;22338;2;20765;1571;51430;119540;93767;47987;92556;47835;16;1,13122E+11;2778986;0,00113;46,15124;0,80437;8,16845;1919,76661;11515,08306;2357,1603;171,26432;1,1454;0,7953
TRF3_SP_2019;2019;TRF3;TRF 3ª Região;SP;0;255355;6567;117905;85851;6641;289;2364;35738;2301000;24849;344927;1743394;65402;570;6260;115598;66521;1245809;30062;1342392;86179;37;86142;195005;11;194994;107908;259466;53;259413;0;381936;204;320182;61550;36488;2008;38496;1488796;2877941;1488796;3890268;1846761627;247682458;0;1599079169;215;78;45;26;0;0;15;3;3;343;3243;140;122;4;3229;2253;588;269;133;3243;82;21;14;5;122;4;0;0;0;4;33427;11805;3362;2631;140;293835;7564;163966;78136;10999;1799;298;31073;154750;57;154693;563742;108;456511;107123;1012327;1389145;891560;934191;884730;932094;301;2,33771E+12;45919049;0,00079;40,21777;0,74758;7,03194;1583,76093;11769,46489;2850,77964;265,58594;1,66578;0,75778
TRF3_TRU_2019;2019;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45084E+12;48698035;0;0;0;0;;;;;;
TRF3_2º Grau_2019;2019;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344292;0;493741;746882163;139429198;6586314;600866651;0;0;0;0;0;0;0;0;0;42;0;0;0;0;1062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149449;344292;344292;149449;344292;149449;0;2,45084E+12;48698035;0,0003;15,33701;0,08625;2,18079;;;;0;;
TRF3_total_2019;2019;TRF3;TRF 3ª Região;total;1;273467;8919;123759;91277;8842;418;2526;37726;2417752;36794;373142;1803630;73433;787;7254;122712;67920;1280272;30894;1379086;90493;38;90455;204177;14;204163;110251;275296;55;275241;0;416227;205;347769;68253;38100;2034;40134;1529471;3382454;1529471;4595660;2721897443;404644472;6586314;2305966313;228;82;51;27;0;0;16;3;3;408;3454;149;147;4;6044;2363;615;324;152;3454;97;23;20;7;147;4;0;0;0;4;36395;11918;3378;2851;149;310374;9451;172439;81579;12223;1882;367;32433;167303;57;167246;586080;110;477276;108694;1213206;1852983;1329625;1131627;1321584;1129378;317;2,45084E+12;48698035;0,00111;55,89337;0,83782;12,41118;1601,22557;11756,24283;2825,12269;148,32131;1,63359;0,75969
TRF4_RS_2019;2019;TRF4;TRF 4ª Região;RS;0;84785;2697;69319;7718;1494;104;999;2454;418918;6355;94151;271758;18897;716;3937;23104;16730;177246;19210;213186;52618;42;52576;72406;19;72387;55805;205880;172;142803;62905;224305;285;208502;15518;78797;300;79097;348088;715629;348088;1060320;521304131;86114903;2852478;432336749;25;12;15;113;0;0;17;1;1;146;1530;72;3;0;1461;161;77;1225;67;1530;1;0;2;0;3;0;0;0;0;0;2535;1292;21403;1128;72;126545;3575;66686;45700;3427;631;86;6440;43960;37;43923;174186;256;136793;37137;344691;367541;273029;298991;268376;298274;132;4,83598E+11;11377239;0,00108;45,81992;1,28033;12,84143;1702,50057;7167,97824;2283,62109;205,83915;1,03463;0,68141
TRF4_PR_2019;2019;TRF4;TRF 4ª Região;PR;0;67766;8066;42134;12853;694;383;2051;1585;331246;12085;61166;220917;14452;1023;7666;13937;14785;145468;12260;172513;33136;56;33080;27815;18;27797;14480;144902;134;103736;41032;195476;312;184009;11155;70109;292;70401;257394;554537;257394;758324;571043022;74573082;626667;495843273;21;0;12;105;0;0;12;0;1;125;1305;60;3;0;1248;150;0;1094;61;1305;2;0;1;0;3;0;0;0;0;0;2200;0;19236;502;60;73991;7305;38262;17822;3021;2027;299;5255;25804;48;25756;103992;205;82640;21147;203787;297143;221694;185965;213005;183639;114;4,6534E+11;11423818;0,00123;49,98706;1,09106;10,92454;1475,53735;6203,5387;1566,78955;142,61458;0,83691;0,74744
TRF4_SC_2019;2019;TRF4;TRF 4ª Região;SC;0;54611;2595;41182;7570;1169;68;527;1500;260344;5704;42266;157858;11084;167;2577;40688;8258;100138;27973;136369;28853;23;28830;25317;9;25308;14224;138592;176;96570;41846;147650;322;137381;9947;57511;284;57795;208388;433311;208388;629416;298832321;43865806;344029;254622487;8;0;9;78;0;0;11;0;2;82;890;52;1;0;839;59;0;776;55;890;0;0;1;0;1;0;0;0;0;0;1149;0;16899;1104;52;64059;1975;33563;17122;1617;474;79;9229;21357;23;21334;110689;163;82531;27995;196105;224923;167203;178983;164459;178430;75;3,15381E+11;7164788;0,00095;41,70847;1,15114;11,71005;1981,32996;7735,4195;2319,6356;208,28129;0,90448;0,70013
TRF4_TRU_2019;2019;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26432E+12;29965845;0;0;0;0;;;;;;
TRF4_2º Grau_2019;2019;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166556;0;337606;311197091;99714818;305999;211176275;0;0;0;0;0;0;0;0;0;26;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171050;166556;166556;171050;166556;171050;0;1,26432E+12;29965845;0,00025;10,38506;0,08677;1,86212;;;;0;;
TRF4_total_2019;2019;TRF4;TRF 4ª Região;total;1;207162;13358;152635;28141;3357;555;3577;5539;1010508;24144;197583;650533;44433;1906;14180;77729;39773;422852;59443;522068;114607;121;114486;125538;46;125492;84509;489374;482;343109;145783;567431;919;529892;36620;206417;876;207293;813870;1855255;813870;2900235;2334823561;304268609;6730475;2002674781;54;12;36;296;0;0;40;1;4;379;3725;185;7;0;5084;370;77;3095;183;3725;3;0;4;0;7;0;0;0;0;0;5884;1292;57538;2734;185;264595;12855;138511;80644;8065;3132;464;20924;91121;108;91013;388867;624;301964;86279;1044980;1041385;813704;964336;797618;960740;321;1,26432E+12;29965845;0,00185;77,91616;1,26477;16,96598;1687,60141;6959,60219;2038,1077;128,53304;0,93816;0,70715
